"R0000100","R0000600","R0001800","R0008800","R0009100","R0009600","R0010300","R0010400","R0010500","R0010600","R0013200","R0013400","R0015300","R0145100","R0146100","R0149800","R0149900","R0173600","R0214700","R0214800","R0216400","R0216601","R0217900","R0217910","T0857100","T2015100","T2998600","T3942500","T4876800","T5593000"
3001,15,1,-4,2,6,7,7,2,5,3,-4,3,0,-4,3,3,5,3,2,1,2,23000,0,-5,-5,-5,-5,-5,-5
3002,15,1,-4,0,19,7,7,1,5,3,-4,3,0,-4,1,-4,4,1,1,1,2,4512,0,-4,-4,-4,-5,-4,-4
3003,18,1,-3,0,1,5,5,1,5,5,-4,3,0,-4,-4,-4,3,2,1,1,1,10304,0,-4,-4,-4,-4,-4,-4
3004,22,1,-4,5,9,7,9,2,1,2,2,0,1,3,-4,-4,7,2,2,1,4,4128,1,4,4,4,4,4,4
3005,17,1,-4,1,19,7,7,5,5,4,-4,4,0,-4,2,-4,4,1,1,1,2,24000,0,-5,-5,-5,-5,-5,-5
3006,17,1,-4,3,1,9,1,2,5,3,-4,5,0,-4,2,4,7,2,2,1,2,12730,0,-5,-5,-5,-5,-5,-5
3007,15,1,-4,3,1,2,2,2,5,3,-4,3,0,-4,2,3,7,2,2,1,2,12730,0,-5,-5,-5,-5,-5,-5
3008,21,2,-4,0,1,3,3,2,5,1,-4,2,0,-4,-4,-4,3,2,1,1,4,11400,0,-5,-5,-5,-5,-5,-5
3009,21,1,-3,4,1,2,2,1,5,3,-4,3,0,-4,-4,-4,7,2,2,1,4,13000,0,0,0,-5,-5,-5,-5
3010,22,1,-4,4,1,2,2,5,5,3,-4,3,0,-4,-4,-4,7,2,2,1,4,-3,-3,-5,1,1,1,1,1
3011,18,1,-4,1,29,8,8,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,-1,-3,2,2,2,2,2,2
3012,22,1,-4,0,22,8,8,1,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,-1,-3,-5,1,1,1,1,1
3013,15,1,-4,1,6,7,7,4,5,7,-4,6,0,-4,1,2,6,3,2,1,2,3764,1,3,3,3,3,-5,4
3014,15,1,-4,2,20,7,7,4,5,3,-4,5,0,-4,2,2,8,1,2,1,2,5500,0,1,1,1,1,1,1
3015,19,1,-4,2,3,9,9,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,16000,0,-5,-4,-4,-4,-4,-4
3016,17,1,-4,2,29,9,9,2,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,16000,0,-4,-4,-4,-4,-4,-4
3017,20,1,-4,4,6,4,4,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,-1,-3,-4,-4,-4,-4,-4,-4
3018,14,1,-4,4,6,4,4,4,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,-3,-3,-4,-4,-4,-4,-4,-4
3019,17,1,-4,5,11,7,7,5,5,3,-4,3,0,-4,3,-4,1,3,1,1,2,42000,0,-4,-4,-4,-4,-4,-4
3020,16,1,-4,5,11,7,7,5,5,3,-4,3,0,-4,2,4,5,3,2,1,2,42000,0,1,1,1,1,1,1
3021,20,1,-4,5,11,7,7,5,4,3,2,1,0,-4,-4,-4,5,3,2,1,4,28000,0,4,4,4,4,4,4
3022,21,1,-4,3,3,4,4,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,30000,0,-5,-5,-4,-5,-5,-5
3023,17,1,-4,3,6,4,4,1,5,2,-4,2,0,-4,2,3,5,3,2,1,2,30000,0,2,2,2,2,-5,-5
3024,15,1,-4,1,6,7,7,5,5,2,-4,2,0,-4,-2,-4,1,3,1,1,2,28000,0,-4,-4,-4,-4,-4,-4
3025,20,1,-4,4,12,7,7,2,5,3,-4,2,0,-4,-4,-4,5,3,2,1,4,40000,0,2,2,2,2,2,2
3026,17,1,-4,4,12,7,7,2,5,4,-4,4,0,-4,-2,-4,1,3,1,1,2,40000,0,-5,-5,-5,-5,-5,-5
3027,19,1,0,5,1,2,2,3,5,2,1,1,0,-4,-4,-4,7,2,2,1,1,2900,1,4,4,4,4,4,4
3028,19,2,-4,3,1,5,0,5,5,4,-4,4,0,-4,-4,-4,3,2,1,1,4,-3,-3,-4,-4,-4,-4,-4,-4
3029,19,1,-4,5,1,2,0,1,5,0,-4,0,0,-4,-4,-4,3,2,1,1,4,-2,-3,-4,-4,-4,-5,-5,-5
3030,20,1,-4,4,1,2,2,1,5,6,-4,6,0,-4,-4,-4,3,2,1,1,2,6500,0,-4,-4,-4,-4,-4,-5
3031,19,2,-4,8,19,7,9,2,5,2,-4,2,0,-4,-4,-4,4,1,1,1,3,5228,0,-5,-5,-5,-5,-5,-5
3032,18,1,-4,3,1,2,2,2,5,2,-4,2,0,-4,-4,-4,3,2,1,1,2,6000,1,-4,-4,-5,-5,-5,-5
3033,21,1,-4,3,1,5,5,3,5,2,-4,2,0,-4,-4,-4,3,2,1,2,3,10500,0,-4,-4,-4,-4,-4,-5
3034,21,1,-4,4,6,7,7,5,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,25000,0,-5,-5,-5,-5,-5,-5
3035,15,1,-4,4,6,7,7,5,5,3,-4,3,0,-4,1,3,5,3,2,1,2,25000,0,5,5,5,5,5,5
3036,21,1,0,0,11,7,7,3,1,3,1,1,0,-4,-4,-4,5,3,2,1,4,26600,0,2,2,2,2,2,2
3037,20,1,-4,6,11,7,7,2,5,5,-4,3,0,-4,-4,-4,1,3,1,1,4,36600,0,-4,-4,-4,-4,-4,-4
3038,19,1,-4,4,6,7,7,5,5,3,-4,2,-4,1,-4,-4,5,3,2,1,4,23000,0,-5,-5,-5,-5,-5,-5
3039,18,1,-4,4,6,7,7,5,5,3,-4,3,0,-4,-4,-4,1,3,1,1,4,23000,0,-4,-4,-4,-4,-4,-4
3040,16,1,-4,4,3,7,7,5,5,0,-4,0,0,-4,4,4,5,3,2,1,4,23000,0,-5,-5,-5,-5,-5,-5
3041,20,1,1,1,3,5,5,1,1,3,1,2,0,-4,-4,-4,6,3,2,1,4,5065,1,4,4,4,4,4,4
3042,17,1,-4,3,6,2,2,2,5,2,-4,2,0,-4,2,3,5,3,2,1,2,-3,-3,1,1,1,1,1,1
3043,14,1,-4,3,3,2,2,3,5,3,-4,3,0,-4,2,3,5,3,2,1,2,25000,0,2,2,2,2,2,2
3044,15,1,-4,2,6,5,5,2,5,1,-4,-3,0,-4,3,-4,1,3,1,1,2,3912,1,-5,-4,-5,-5,-5,-5
3045,18,1,1,9,3,0,0,1,1,4,2,2,0,-4,-4,-4,5,3,2,1,1,7800,0,4,4,4,4,4,-5
3046,20,1,-4,1,1,2,2,2,4,3,3,1,0,-4,-4,-4,7,2,2,1,1,6500,1,5,5,5,5,-5,5
3047,19,1,0,3,11,2,2,1,1,7,2,5,0,-4,-4,-4,5,3,2,1,1,6511,0,2,2,2,2,2,2
3048,16,1,-4,6,3,5,5,3,5,2,-4,2,0,-4,2,2,5,3,2,1,2,5000,1,-5,-5,-5,-5,-5,-5
3049,14,1,-4,6,3,5,5,6,5,0,-4,1,0,-4,3,2,5,3,2,1,2,5000,1,2,-5,-5,-5,-5,-5
3050,19,1,1,5,11,5,5,1,1,1,-4,1,0,-4,-4,-4,1,3,1,1,1,6313,0,-4,-4,-4,-5,-4,-5
3051,16,1,1,5,11,7,7,1,1,1,-4,1,1,4,4,4,5,3,2,1,1,6313,0,3,3,3,3,3,3
3052,20,1,1,1,3,9,0,1,1,2,1,1,0,-4,-4,-4,1,3,1,1,4,13700,0,-5,-4,-4,-4,-4,-4
3053,21,1,1,5,11,7,7,1,1,1,1,0,0,-4,-4,-4,5,3,2,1,4,11900,0,-5,-5,-5,-5,-5,-5
3054,19,1,-4,2,11,7,7,3,5,2,-4,2,1,1,-4,-4,6,3,2,1,4,25000,0,3,3,3,3,3,3
3055,15,1,-4,2,11,7,7,1,5,2,-4,0,0,-4,1,-4,2,3,1,1,2,25000,0,-4,-4,-4,-4,-4,-4
3056,16,1,-4,2,28,7,7,5,5,2,-4,3,0,-4,2,-4,1,3,1,1,2,21500,0,-5,-5,-5,-5,-5,-5
3057,20,2,1,3,3,5,5,2,1,3,1,2,0,-4,-4,-4,5,3,2,1,4,5000,1,2,2,2,2,2,2
3058,18,2,-4,2,3,4,0,2,4,2,1,1,0,-4,-4,-4,5,3,2,1,4,20000,0,5,5,5,5,5,5
3059,21,2,-4,5,3,7,7,3,5,3,-4,3,0,-4,-4,-4,1,3,1,1,4,-1,-3,-4,-4,-4,-4,-4,-4
3060,19,2,-4,5,3,7,7,5,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,-1,-3,-4,-4,-4,-4,-4,-4
3061,21,1,-4,5,3,7,7,2,5,3,-4,3,0,-4,-4,-4,5,3,2,1,3,-2,-3,1,1,1,1,1,1
3062,21,2,-4,1,6,1,1,3,5,2,-4,2,0,-4,-4,-4,1,3,1,3,3,25000,0,-4,-4,-4,-4,-4,-4
3063,17,2,-4,2,11,7,7,1,5,2,-4,3,0,-4,2,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
3064,21,1,0,4,1,9,0,2,5,2,-4,2,0,-4,-4,-4,7,2,2,1,4,5400,0,0,0,0,0,0,0
3065,19,1,-4,4,1,9,0,1,5,4,-4,4,0,-4,-4,-4,7,2,2,1,2,4000,1,0,0,0,-5,-5,0
3066,21,1,-4,0,1,7,7,1,5,12,-4,3,-4,4,-4,-4,7,2,2,1,4,5600,0,-5,-5,-5,-5,-5,-5
3067,20,1,-4,12,1,9,9,5,5,4,-4,4,-4,3,-4,-4,3,2,1,1,2,5000,1,-5,-5,-5,-5,-5,-5
3068,21,1,-4,3,1,2,2,1,5,1,1,0,0,-4,-4,-4,7,2,2,1,4,16300,0,-5,-5,2,2,2,2
3069,19,1,-4,7,1,2,2,2,5,1,-4,1,0,-4,-4,-4,7,2,2,1,4,13500,0,2,2,2,2,2,2
3070,17,1,-4,7,1,2,2,2,5,-2,-4,-2,0,-4,-2,-4,3,2,1,1,2,6000,1,-5,-5,-4,-5,-4,-4
3071,14,1,-4,7,1,2,2,2,5,10,-4,10,0,-4,1,-4,3,2,1,1,2,6000,1,-4,-4,-4,-4,-5,-5
3072,14,1,-4,6,1,9,9,6,5,3,-4,0,0,-4,3,-4,3,2,1,1,2,2000,1,-4,-4,-4,-4,-4,-4
3073,18,1,-4,1,1,7,7,2,5,3,-4,2,0,-4,-4,-4,7,2,2,1,2,8000,0,2,2,2,2,2,2
3074,18,-3,-4,1,1,9,9,4,5,10,-4,10,0,-4,-4,-4,7,2,2,1,1,10000,0,-5,-5,-5,-5,-5,-5
3075,21,1,1,2,1,2,2,6,5,2,-4,2,0,-4,-4,-4,7,2,2,1,4,5000,0,1,1,1,1,1,1
3076,15,1,-4,3,1,2,2,3,5,2,-4,2,0,-4,3,4,7,2,2,1,2,10000,0,0,0,0,0,0,0
3077,21,1,-4,2,1,2,9,5,5,3,1,2,0,-4,-4,-4,3,2,1,1,4,12000,0,-4,-4,-4,-4,-4,-4
3078,17,1,-4,2,1,2,2,4,5,6,-4,1,0,-4,1,4,7,2,2,1,2,11000,0,-5,-5,-5,-5,-5,-5
3079,20,2,-4,6,3,6,6,5,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,10600,0,1,1,1,1,-5,1
3080,17,2,-4,6,6,6,6,2,5,0,-4,0,0,-4,2,2,5,3,2,1,2,10600,0,1,1,1,1,-5,1
3081,15,2,-4,6,3,6,6,1,5,2,-4,2,0,-4,3,3,5,3,2,1,2,10600,0,1,1,1,1,1,1
3082,14,2,-4,6,3,6,1,5,5,2,-4,-3,0,-4,2,-4,1,3,1,1,2,10600,0,-4,-4,-4,-4,-4,-4
3083,20,2,-4,3,3,7,7,5,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,17000,0,-5,-5,-5,-4,-4,-4
3084,18,2,-4,1,12,4,4,5,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,27000,0,-4,-4,-4,-4,-4,-4
3085,16,2,-4,2,22,7,7,5,5,2,-4,2,0,-4,2,4,5,3,2,1,2,35000,0,1,1,1,1,1,1
3086,14,2,-4,2,23,7,7,5,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,35000,0,-5,-5,-5,-5,-5,-5
3087,17,2,-4,6,12,1,1,1,5,2,-4,2,0,-4,2,-4,2,3,1,1,1,7000,1,-5,-4,-4,-5,-5,-5
3088,15,2,-4,6,12,1,1,1,5,0,-4,0,0,-4,4,-4,2,3,1,1,2,7000,1,-5,-4,-4,-4,-4,-4
3089,19,2,-4,2,12,9,0,1,5,3,-4,3,0,-4,-4,-4,1,3,1,1,3,25000,0,-4,-4,-4,-4,-4,-4
3090,18,1,-4,2,12,7,7,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,23000,0,0,0,0,0,0,0
3091,14,2,-4,1,6,9,9,2,5,2,-4,2,0,-4,2,2,5,3,2,1,2,20000,0,0,0,0,0,0,0
3092,20,1,-4,1,22,7,7,2,5,3,-4,4,0,-4,-4,-4,1,3,1,1,3,10000,0,-5,-5,-5,-5,-5,-5
3093,22,1,-4,1,12,7,7,3,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,9000,0,2,2,2,2,2,2
3094,20,2,-4,1,3,7,7,3,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,10000,0,0,0,0,0,-5,0
3095,21,1,1,3,6,6,7,5,1,2,1,2,0,-4,-4,-4,5,3,2,1,4,12000,0,2,2,2,2,2,2
3096,20,1,-4,3,12,7,7,2,5,3,-4,3,0,-4,-4,-4,5,3,2,1,4,-1,-3,2,2,2,2,2,2
3097,16,1,-4,3,12,7,7,5,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
3098,18,1,-4,5,11,5,5,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,-1,-3,2,2,2,2,2,2
3099,16,1,-4,5,11,5,5,4,5,2,-4,2,0,-4,3,3,5,3,2,1,2,-1,-3,2,2,2,2,2,2
3100,21,1,-4,2,22,7,7,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,32300,0,-4,-4,-4,-4,-4,-4
3101,17,1,-4,5,5,7,7,2,5,8,-4,6,0,-4,2,3,5,3,2,1,2,-1,-3,3,3,3,-5,-5,-5
3102,18,1,-4,3,6,5,5,1,5,3,-4,1,0,-4,-4,-4,1,3,1,1,4,23800,0,-4,-4,-4,-4,-4,-4
3103,15,1,-4,4,5,6,6,1,5,12,-4,2,0,-4,1,-4,2,3,1,1,2,4500,1,-4,-4,-4,-4,-4,-4
3104,14,1,-4,4,5,6,6,1,5,0,-4,1,0,-4,3,-4,2,3,1,1,2,4500,1,-4,-4,-4,-4,-4,-4
3105,16,1,-4,3,6,7,0,1,5,2,-4,2,0,-4,3,4,5,3,2,1,2,-3,-3,2,2,2,2,-5,-5
3106,15,1,-4,3,6,7,0,1,5,6,-4,6,0,-4,2,4,5,3,2,1,2,-1,-3,1,1,1,1,1,1
3107,14,1,-4,2,3,6,6,2,5,2,-4,2,0,-4,2,2,5,3,2,1,2,10000,0,2,2,2,2,2,2
3108,18,1,-4,4,3,6,6,2,5,2,-4,2,1,1,-4,-4,5,3,2,1,4,-2,-3,3,3,3,3,-5,-5
3109,17,1,-4,3,6,7,7,5,5,3,-4,3,0,-4,3,4,5,3,2,1,2,20000,0,1,1,1,1,1,1
3110,18,1,-4,3,29,7,7,4,5,3,-4,3,0,-4,-4,-4,5,3,2,1,3,-2,-3,-5,-5,-5,-5,-5,-5
3111,18,1,-4,3,6,4,5,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,37000,0,2,2,2,2,2,2
3112,16,1,-4,3,6,6,6,2,5,4,-4,-3,0,-4,3,3,5,3,2,1,2,37000,0,0,0,0,0,0,0
3113,19,1,1,4,3,7,7,2,1,0,-4,1,0,-4,-4,-4,5,3,2,1,4,11500,0,2,2,2,2,2,2
3114,17,1,-4,2,11,7,7,4,5,2,-4,2,0,-4,-2,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
3115,16,1,-4,2,6,7,7,5,5,2,-4,2,0,-4,3,4,5,3,2,1,2,-1,-3,1,1,1,1,1,1
3116,22,1,-4,3,6,7,7,4,5,4,-4,0,0,-4,-4,-4,1,3,1,1,4,-1,-3,-4,-4,-4,-4,-4,-4
3117,19,1,1,3,3,6,6,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,9304,0,2,-5,-5,-5,-5,-5
3118,15,1,-4,6,6,6,6,5,5,2,-4,2,1,3,1,4,5,3,2,1,2,24000,0,2,2,2,2,2,2
3119,19,1,-4,4,12,7,7,1,5,4,-4,2,0,-4,-4,-4,5,3,2,1,1,20000,0,1,1,1,-5,-5,-5
3120,17,1,-4,4,3,7,7,2,5,3,-4,2,0,-4,1,2,5,3,2,1,2,20000,0,2,2,2,2,2,2
3121,18,1,-4,4,11,5,2,6,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,32000,0,-5,-5,-5,-5,-5,-5
3122,17,1,-4,4,11,5,2,6,5,2,-4,2,0,-4,3,2,5,3,2,1,2,32000,0,2,2,2,2,2,2
3123,20,1,-4,3,6,5,5,5,5,2,-4,2,-4,3,-4,-4,1,3,1,1,3,4000,1,-4,-4,-4,-4,-5,-4
3124,17,1,-4,3,6,5,5,5,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,4000,1,-4,-4,-4,-4,-4,-4
3125,19,1,-4,6,9,6,6,2,5,3,-4,3,0,-4,-4,-4,1,3,1,1,4,8000,0,-4,-4,-4,-4,-4,-5
3126,14,1,-4,4,3,5,5,4,5,3,-4,3,0,-4,2,-4,1,3,1,1,2,19000,0,-5,-5,-5,-5,-5,-5
3127,16,1,-4,5,3,5,5,4,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,19000,0,-4,-4,-4,-4,-4,-4
3128,17,1,-4,2,6,9,9,2,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,30000,0,-4,-4,-4,-4,-5,-4
3129,16,1,-4,2,6,1,9,5,5,3,-4,3,0,-4,4,4,5,3,2,1,2,30000,0,3,3,3,3,3,3
3130,19,1,-4,2,3,5,5,2,5,6,-4,6,0,-4,-4,-4,5,3,2,1,3,-2,-3,2,2,-5,-5,-5,-5
3131,20,1,-4,3,3,7,7,5,5,2,-4,2,0,-4,-4,-4,1,3,1,-4,3,75001,0,-5,-5,-5,-5,-5,-5
3132,19,1,-4,1,7,3,3,2,5,2,-4,2,1,2,-4,-4,1,3,1,1,3,-1,-3,-5,-5,-5,-5,-5,-5
3133,17,1,-4,1,7,0,1,2,5,2,-4,2,0,-4,2,4,5,3,2,1,2,-1,-3,-5,-5,-5,-5,-5,-5
3134,20,2,-4,3,3,0,0,4,5,0,-4,3,1,3,-4,-4,5,3,2,1,4,15000,0,0,0,0,0,0,0
3135,17,1,-4,4,11,7,7,5,5,3,-4,3,0,-4,2,3,5,3,2,1,2,25000,0,-5,-5,-5,-5,-5,-5
3136,20,1,-4,2,5,7,7,2,5,3,-4,1,0,-4,-4,-4,1,3,1,1,4,35000,0,-5,-5,-5,-5,-5,-5
3137,20,1,-4,2,3,6,6,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,24000,0,-4,-4,-4,-4,-4,-4
3138,20,1,0,4,6,7,7,1,5,3,-4,3,0,-4,-4,-4,1,3,1,3,4,6000,0,-4,-4,-4,-4,-4,-4
3139,14,1,-4,1,12,7,7,5,5,4,-4,4,0,-4,2,-4,1,3,1,1,2,-1,-3,-5,-5,-5,-5,-5,-5
3140,20,1,-4,3,28,3,3,2,5,2,-4,1,0,-4,-4,-4,1,3,1,1,4,33000,0,-4,-4,-5,-5,-4,-5
3141,17,1,-4,2,22,1,0,1,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,25000,0,-4,-4,-4,-4,-4,-4
3142,15,1,-4,1,3,6,6,5,5,2,-4,2,-4,3,3,-4,1,3,1,1,2,30000,0,-4,-4,-4,-4,-4,-4
3143,17,1,-4,3,6,7,7,3,5,0,-4,0,0,-4,3,3,5,3,2,1,2,12000,0,0,0,0,0,0,0
3144,21,1,-4,2,22,7,7,1,5,3,-4,3,0,-4,-4,-4,1,3,1,1,4,33000,0,-5,-5,-5,-5,-5,-5
3145,17,1,-4,2,28,4,4,5,5,2,-4,2,0,-4,2,3,5,3,2,1,2,24000,0,2,2,2,2,2,2
3146,19,1,-4,2,22,4,4,2,5,3,-4,2,0,-4,-4,-4,5,3,2,1,3,20000,0,0,0,0,0,0,0
3147,20,1,-4,5,3,7,7,3,5,3,-4,3,0,-4,-4,-4,1,3,1,1,3,20000,0,-5,-5,-5,-5,-5,-5
3148,17,1,-4,4,12,7,7,1,5,0,-4,0,0,-4,2,3,5,3,2,1,1,20000,0,-5,-5,0,0,0,0
3149,15,1,-4,0,11,0,0,1,5,3,-4,3,0,-4,3,-4,1,3,1,1,2,18000,0,-5,-5,-5,-5,-5,-5
3150,21,1,-4,1,12,7,7,1,5,4,-4,1,0,-4,-4,-4,5,3,2,1,3,20000,0,2,2,2,2,2,2
3151,17,1,-4,3,12,7,7,5,5,4,-4,2,0,-4,2,2,5,3,2,1,2,20000,0,3,3,3,3,3,3
3152,19,1,-4,4,11,7,7,3,5,4,-4,4,0,-4,-4,-4,1,3,1,3,3,54100,0,-5,-4,-4,-4,-4,-4
3153,17,1,-4,4,11,7,7,5,5,4,-4,2,0,-4,2,3,5,3,2,1,2,54100,0,0,0,0,0,0,0
3154,20,1,-4,2,6,8,8,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,30000,0,4,4,4,-5,4,-5
3155,15,1,-4,1,6,7,7,5,5,6,-4,4,0,-4,2,2,5,3,2,1,2,27000,0,3,3,3,-5,3,-5
3156,17,1,-4,1,22,8,8,4,5,2,-4,2,0,-4,3,3,5,3,2,1,2,27000,0,2,2,2,2,2,2
3157,14,1,-4,1,22,8,8,2,5,2,-4,2,0,-4,2,3,5,3,2,1,2,27000,0,0,0,0,0,0,0
3158,22,1,1,5,5,7,7,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,13510,0,-5,-5,-5,-5,-5,-5
3159,18,1,-4,2,11,7,7,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,14500,0,-4,-4,-4,-4,-4,-4
3160,17,1,-4,2,3,7,7,2,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,14500,0,-4,-4,-4,-4,-4,-4
3161,15,1,-4,2,3,7,7,2,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,14500,0,-4,-4,-4,-4,-4,-4
3162,15,1,-4,0,6,7,6,5,5,2,-4,2,0,-4,2,4,5,3,2,1,2,-2,-3,2,2,2,2,2,2
3163,21,1,-4,3,12,7,7,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,30000,0,3,3,3,3,3,3
3164,19,1,-4,3,12,7,7,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,4,30000,0,2,2,2,2,2,2
3165,16,1,-4,3,12,7,7,3,5,3,-4,3,0,-4,1,4,5,3,2,1,2,30000,0,3,3,3,3,3,3
3166,17,1,-4,3,11,7,7,5,5,0,-4,0,0,-4,2,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
3167,19,1,-4,3,3,7,7,5,5,2,-4,2,0,-4,-4,-4,5,3,2,3,3,-2,-3,-5,-5,0,0,0,0
3168,21,1,-4,3,3,7,7,5,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,40000,0,-4,-4,-4,-4,-4,-4
3169,19,1,-4,1,24,8,8,2,5,2,-4,2,0,-4,-4,-4,1,3,1,-4,3,39000,0,-5,-5,-5,-5,-5,-5
3170,18,1,-4,1,22,8,8,2,5,2,-4,2,0,-4,-4,-4,1,3,1,3,3,50000,0,-4,-4,-4,-4,-4,-4
3171,16,1,-4,2,24,8,8,2,5,2,-4,2,0,-4,3,-4,1,3,1,1,2,75000,0,-4,-4,-4,-4,-4,-4
3172,20,1,-4,2,21,8,8,3,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,-2,-3,-4,-4,-4,-4,-4,-4
3173,18,1,-4,2,22,8,8,2,5,2,-4,2,0,-4,-4,-4,1,3,1,1,3,75001,0,-4,-4,-4,-4,-4,-4
3174,16,1,-4,1,29,8,8,2,5,4,-4,4,0,-4,1,3,5,3,2,1,2,30000,0,-5,0,0,0,0,0
3175,17,1,-4,6,1,2,2,5,5,0,-4,0,0,-4,3,2,7,2,2,1,2,8000,0,0,0,0,0,0,0
3176,21,1,-4,3,1,5,9,6,5,4,-4,3,0,-4,-4,-4,7,2,2,-4,4,25000,0,-5,-5,-5,-5,-5,-5
3177,18,1,-4,3,1,7,7,2,5,2,-4,2,0,-4,-4,-4,3,2,1,1,4,28300,0,-4,-4,-4,-4,-4,-5
3178,17,1,-4,3,1,5,7,3,5,3,-4,3,0,-4,3,2,7,2,2,1,2,20000,0,-5,-5,-5,-5,-5,2
3179,21,1,1,2,3,3,3,2,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,9100,0,1,1,1,1,1,1
3180,21,2,-4,3,3,3,3,2,5,2,-4,2,0,-4,-4,-4,1,3,1,4,3,75001,0,-5,-5,-5,-5,-5,-5
3181,21,1,-4,1,3,3,3,2,5,2,-4,2,0,-4,-4,-4,1,3,1,-4,3,-1,-3,-4,-4,-4,-4,-4,-4
3182,19,1,-4,1,3,3,3,3,5,2,-4,2,0,-4,-4,-4,5,3,2,1,3,-1,-3,2,3,3,3,3,3
3183,17,1,-4,3,3,8,8,4,5,3,-4,3,0,-4,2,3,5,3,2,-4,2,-1,-3,-5,-5,-5,-5,-5,-5
3184,14,1,-4,3,29,8,8,2,5,3,-4,3,0,-4,2,4,5,3,2,1,2,-1,-3,-5,-5,-5,-5,-5,-5
3185,17,1,-4,4,3,7,7,3,5,3,-4,3,0,-4,1,2,5,3,2,1,2,36000,0,-5,-5,-5,-5,-5,-5
3186,18,1,1,2,3,3,3,2,5,4,-4,4,0,-4,-4,-4,1,3,1,3,3,1620,1,-4,-4,-4,-4,-4,-4
3187,19,1,-4,2,28,9,9,5,5,2,-4,2,0,-4,-4,-4,1,3,1,3,3,-2,-3,-4,-4,-4,-4,-4,-5
3188,18,1,-4,4,1,2,2,1,5,3,-4,3,0,-4,-4,-4,7,2,2,1,4,-1,-3,-5,-5,2,-5,2,2
3189,17,1,-4,4,1,2,2,1,5,3,-4,3,0,-4,3,-4,3,2,1,1,2,-1,-3,-5,-5,-5,-5,-5,-4
3190,14,1,-4,5,1,1,1,2,5,0,-4,0,0,-4,2,3,7,2,2,1,2,5599,1,-5,6,6,6,6,6
3191,16,1,-4,7,1,1,1,4,5,1,-4,1,0,-4,2,2,7,2,2,1,2,5599,1,-5,-5,-5,0,0,0
3192,20,1,-4,2,1,5,5,1,5,3,-4,3,0,-4,-4,-4,3,2,1,1,1,5000,0,-4,-4,-4,-4,-4,-4
3193,18,1,-4,4,12,7,7,2,5,3,-4,3,0,-4,-4,-4,1,3,1,1,2,-1,-3,-4,-4,-4,-4,-4,-4
3194,17,1,-4,0,6,7,7,1,5,2,-4,2,0,-4,2,-4,1,3,1,1,2,22000,0,-4,-4,-4,-4,-4,-4
3195,18,1,-4,2,22,7,7,1,5,2,-4,2,0,-4,-4,-4,1,3,1,1,4,22000,0,-4,-4,-4,-4,-4,-4
3196,19,1,-4,4,3,5,5,2,5,3,-4,3,0,-4,-4,-4,1,3,1,1,4,33000,0,-4,-4,-4,-4,-4,-4
3197,18,1,-4,4,3,5,5,2,5,5,-4,3,0,-4,-4,-4,5,3,2,1,2,33000,0,2,2,2,2,2,2
